Sending,Receiving,Type,Number,IndexSending,IndexReceiving
AVHL,VD01,Sp,1,117,188
PVQR,VD01,Sp,1,280,188
AVEL,VD02,Sp,1,74,189
AVEL,VD03,Sp,1,74,198
RID,VD05,Sp,1,55,211
AVL,VD12,Sp,4,142,267
PVNR,VD12,Sp,1,300,267
AVAR,VD13,Sp,2,73,274
PDA,VD13,Sp,3,278,274
PDB,VD13,Sp,2,271,274
